거주자우선주차구획번호,거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자,행정동
40-1039,37.2348,127.027,동수원로 58번길(997),곡반정동 593-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1040,37.2349,127.027,동수원로 58번길(997),곡반정동 593-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1041,37.2349,127.027,동수원로 58번길(997),곡반정동 593-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1042,37.2349,127.027,동수원로 58번길(997),곡반정동 593-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1043,37.235,127.027,동수원로 58번길(997),곡반정동 593-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1029,37.2344,127.028,동수원로 58번길(997),곡반정동 596-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1030,37.2346,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1031,37.2346,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1032,37.2346,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1033,37.2347,127.028,동수원로 58번길(997),곡반정동 593-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1034,37.2347,127.028,동수원로 58번길(997),곡반정동 593-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1023,37.2346,127.028,동수원로 58번길(997),곡반정동 596-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1024,37.2346,127.028,동수원로 58번길(997),곡반정동 596-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1025,37.2346,127.028,동수원로 58번길(997),곡반정동 596-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1026,37.2346,127.028,동수원로 58번길(997),곡반정동 596-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1027,37.2345,127.029,동수원로 58번길(997),곡반정동 596-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1028,37.2344,127.029,동수원로 58번길(997),곡반정동 596-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1017,37.2348,127.028,동수원로 58번길(997),곡반정동 593-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1018,37.2348,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1019,37.2347,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1020,37.2347,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1021,37.2347,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1022,37.2347,127.028,동수원로 58번길(997),곡반정동 593-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1011,37.2354,127.027,동수원로 58번길(997),곡반정동 584-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1012,37.2354,127.027,동수원로 58번길(997),곡반정동 584-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1013,37.2353,127.027,동수원로 58번길(997),곡반정동 584-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1014,37.2353,127.027,동수원로 58번길(997),곡반정동 593-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1015,37.2348,127.028,동수원로 58번길(997),곡반정동 593-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1016,37.2348,127.028,동수원로 58번길(997),곡반정동 593-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1005,37.2359,127.026,동수원로 58번길(997),곡반정동 584-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1006,37.2359,127.026,동수원로 58번길(997),곡반정동 584-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1007,37.2358,127.026,동수원로 58번길(997),곡반정동 584-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1008,37.2358,127.026,동수원로 58번길(997),곡반정동 584-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1009,37.2357,127.026,동수원로 58번길(997),곡반정동 584-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-1010,37.2357,127.026,동수원로 58번길(997),곡반정동 584-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-967,37.2411,127.031,동수원로146번길-1(967),곡반정동 540-8,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-971,37.241,127.031,동수원로146번길-1(967),곡반정동 541-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-972,37.241,127.031,동수원로146번길-1(967),곡반정동 541-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-973,37.241,127.031,동수원로146번길-1(967),곡반정동 541-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-974,37.241,127.031,동수원로146번길-1(967),곡반정동 541-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-975,37.2409,127.031,동수원로146번길-1(967),곡반정동 542-13,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-976,37.2409,127.031,동수원로146번길-1(967),곡반정동 542-13,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-977,37.2412,127.031,동수원로146번길-1(967),곡반정동 542-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-978,37.2413,127.031,동수원로146번길-1(967),곡반정동 542-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-979,37.2414,127.031,동수원로146번길-1(967),곡반정동 540-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-980,37.2414,127.031,동수원로146번길-1(967),곡반정동 540-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-981,37.241,127.031,동수원로146번길-1(967),곡반정동 540-8,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
40-344,37.243,127.033,동수원로146번밑길(344),곡반정동 521-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,곡선동
